Temperature,WindSpeed,Humidity,Rain,solar,sunTime,Cloud,so2,ozone,no2,PM2.5,PM10
-5.1,0.8,59.0,0.0,0.0,0.0,3.5807245414753983,0.002,0.031,0.006999999999999999,21.0,50.0
-6.3,0.6,75.0,0.0,0.0,0.0,2.7882918818256233,0.002,0.021,0.013000000000000001,16.0,50.0
-7.1,0.3,83.0,0.0,0.0,0.0,2.6620300247635003,0.002,0.011000000000000001,0.022000000000000002,20.0,49.0
-5.7,0.8,76.0,0.0,0.2,0.5,3.2121301327777703,0.002,0.004,0.036000000000000004,20.0,41.0
-3.2,1.0,53.0,0.0,0.92,1.0,1.9284856178337266,0.002,0.011000000000000001,0.033,19.0,52.0
-1.5,1.9,47.0,0.0,1.63,1.0,2.0361766910223142,0.005,0.027000000000000003,0.013000000000000001,18.0,79.0
-0.7,1.4,29.0,0.0,2.26,1.0,1.6784942309225839,0.009000000000000001,0.026000000000000002,0.016,17.0,69.0
1.3,2.2,38.0,0.0,2.69,1.0,1.7440620403818659,0.005,0.028999999999999998,0.013000000000000001,22.0,58.0
2.7,1.5,22.0,0.0,2.89,1.0,1.6353680355488,0.005,0.031,0.011000000000000001,12.0,40.0
4.3,1.6,23.0,0.0,2.85,1.0,1.572185386940316,0.006,0.03,0.013999999999999999,12.0,42.0
5.4,1.8,25.0,0.0,2.55,1.0,2.0514941478975657,0.008,0.03,0.017,17.0,61.0
5.9,2.0,26.0,0.0,2.0,1.0,1.9067357941309921,0.013000000000000001,0.023,0.025,18.0,71.0
3.1,3.6,50.0,0.0,1.26,1.0,2.496897378436826,0.009000000000000001,0.027000000000000003,0.024,32.0,78.0
1.6,1.4,53.0,0.0,0.48,1.0,1.530048100902021,0.01,0.028999999999999998,0.026000000000000002,28.0,60.0
-0.1,1.2,61.0,0.0,0.02,0.0,5.310114474195436,0.008,0.024,0.034,28.0,60.0
-0.9,1.2,64.0,0.0,0.0,0.0,5.096603803709637,0.008,0.02,0.033,30.0,59.0
-1.3,1.1,66.0,0.0,0.0,0.0,4.692418838662572,0.006999999999999999,0.016,0.033,28.0,50.0
-0.7,0.2,68.0,0.0,0.0,0.0,4.808109105465845,0.004,0.006,0.040999999999999995,29.0,51.0
-0.3,0.3,65.0,0.0,0.0,0.0,5.322693647602693,0.004,0.009000000000000001,0.035,33.0,59.0
-0.2,0.0,67.0,0.0,0.0,0.0,5.2008480912163035,0.005,0.015,0.025,29.0,50.0
0.1,0.0,68.0,0.6091025165580568,0.0,0.0,5.986003608163221,0.005,0.009000000000000001,0.031,27.0,51.0
0.1,1.2,65.0,1.2841690900595206,0.0,0.0,7.371572853121112,0.004,0.006,0.032,40.0,60.0
0.4,0.4,68.0,2.0251997205043932,0.0,0.0,5.664402783885939,0.004,0.006,0.03,34.0,60.0
0.1,0.1,72.0,2.8321944078926737,0.0,0.0,5.7687201114387445,0.004,0.004,0.033,42.0,61.0
-0.5,0.1,77.0,3.705153152224361,0.0,0.0,5.594054227475465,0.006,0.006,0.032,43.0,71.0
-1.4,0.3,77.0,4.644075953499457,0.0,0.0,4.994088103367134,0.006,0.008,0.03,51.0,80.0
-2.1,1.1,83.0,5.648962811717961,0.0,0.0,5.6351295991073185,0.004,0.003,0.035,51.0,80.0
-0.6,0.5,70.0,6.719813726879871,0.16,0.4,5.380981305444852,0.004,0.005,0.032,54.0,79.0
2.9,0.4,48.0,7.856628698985192,0.81,1.0,2.6797255391512764,0.004,0.011000000000000001,0.027000000000000003,53.0,69.0
6.1,1.0,27.0,9.05940772803392,1.52,1.0,2.3024621348656895,0.004,0.016,0.025,48.0,59.0
9.1,0.7,23.0,10.328150814026055,2.12,1.0,2.002342569201294,0.004,0.021,0.024,36.0,49.0
11.6,2.7,25.0,11.662857956961597,2.55,1.0,2.2209420696680584,0.004,0.024,0.022000000000000002,35.0,41.0
12.8,3.9,12.0,12.984192072717118,2.75,1.0,3.0256348661844408,0.003,0.028999999999999998,0.016,30.0,49.0
13.6,3.8,11.0,14.212816077169183,1.88,0.8,7.020048211672169,0.003,0.033,0.013999999999999999,23.0,40.0
13.8,4.0,19.0,15.348729970317802,2.4,1.0,2.334332771504543,0.004,0.035,0.013000000000000001,16.0,40.0
14.6,2.7,31.0,16.391933752162966,1.9,1.0,2.0703467656775953,0.003,0.042,0.009000000000000001,11.0,38.0
13.3,3.5,53.0,17.342427422704677,1.14,1.0,3.8643132447435575,0.003,0.042,0.009000000000000001,7.0,9.0
11.7,2.5,62.0,18.200210981942934,0.47,1.0,3.318659510428814,0.003,0.04,0.01,14.998809296937276,2.0
9.6,2.3,67.0,18.965284429877745,0.01,0.1,8.53585400417321,0.003,0.038,0.012,10.0,11.0
8.9,1.7,68.0,19.637647766509097,0.0,0.0,8.331839038690438,0.003,0.036000000000000004,0.015,10.0,20.0
8.3,0.7,74.0,20.217300991837007,0.0,0.0,8.135975891385707,0.003,0.031,0.019,17.0,20.0
8.4,0.5,74.0,20.704244105861452,0.0,0.0,7.8944943414922015,0.003,0.032,0.017,16.0,21.0
8.9,0.7,70.0,21.09847710858245,0.0,0.0,8.208718375660913,0.003,0.031,0.017,22.0,29.0
8.6,0.9,72.0,21.4,0.0,0.0,8.262372945506847,0.003,0.027999999999999997,0.018000000000000002,17.724723891028983,20.0
8.4,0.3,75.0,21.60881278011409,0.0,0.0,6.922672163762689,0.003,0.01,0.034,20.2590846182332,22.0
8.2,0.2,77.0,21.724915448924737,0.0,0.0,8.197588216139103,0.004,0.013999999999999999,0.027000000000000003,32.0,40.0
8.9,1.6,77.0,21.748308006431927,0.0,0.0,8.796391888231375,0.003,0.015,0.021,32.0,40.0
9.0,0.5,78.0,21.678990452635663,0.0,0.0,8.745265742245232,0.003,0.019,0.017,34.0,40.0
9.1,1.6,82.0,21.516962787535952,0.0,0.0,8.610505301876717,0.003,0.032,0.008,27.0,39.0
8.9,1.1,85.0,21.26222501113278,0.0,0.0,8.403008552375233,0.003,0.03,0.009000000000000001,19.0,30.0
7.6,1.2,97.0,20.91477712342616,0.0,0.0,8.424723506637385,0.003,0.03,0.009000000000000001,21.0,30.0
7.8,0.1,98.0,20.474619124416094,0.02,0.0,8.147885612685501,0.002,0.026000000000000002,0.011000000000000001,22.0,30.0
8.3,0.9,98.0,19.941751014102568,0.09,0.0,8.957214034063284,0.002,0.016,0.02,22.0,31.0
9.8,1.1,98.0,19.316172792485588,0.31,0.0,9.116415399740951,0.002,0.011000000000000001,0.022000000000000002,33.0,41.0
11.8,1.0,93.0,18.597884459565165,1.29,0.3,7.892606844305073,0.003,0.013999999999999999,0.021,47.0,51.0
13.6,2.0,83.0,17.786886015341288,1.32,0.3,7.976208179177524,0.003,0.015,0.023,56.0,61.0
13.9,3.2,78.0,16.939264154237666,0.94,0.0,9.345896567173982,0.003,0.013999999999999999,0.027000000000000003,65.0,72.0
13.1,3.3,80.0,16.111105570678017,1.14,0.0,9.175991531107208,0.003,0.02,0.02,65.0,88.0
14.6,2.7,75.0,15.302410264662345,1.5,0.4,7.85279813879336,0.005,0.02,0.02,48.0,59.0
13.9,2.4,78.0,14.513178236190637,0.49,0.1,9.103937779851785,0.005,0.016,0.028999999999999998,48.0,50.0
14.0,3.1,79.0,13.743409485262907,0.4,0.0,9.154379935228304,0.005,0.01,0.036000000000000004,41.0,50.0
13.1,1.9,84.0,12.993104011879149,0.19,0.0,9.075744850412113,0.004,0.005,0.044000000000000004,34.0,50.0
12.9,3.6,82.0,12.26226181603936,0.0,0.0,8.822870606998729,0.004,0.01,0.038,40.0,48.0
11.4,2.4,94.0,11.550882897743541,0.0,0.0,8.72910580845582,0.003,0.004,0.043,27.0,31.0
8.7,4.5,98.0,10.858967256991699,0.0,0.0,8.810588172039527,0.003,0.004,0.038,30.0,40.0
8.6,4.6,98.0,10.186514893783828,0.0,0.0,8.793867914048072,0.002,0.003,0.035,29.0,38.0
8.9,4.0,98.0,9.533525808119927,0.0,0.0,8.68736479586342,0.003,0.005,0.032,20.0,20.0
8.8,3.5,98.0,8.9,0.0,0.0,8.733411881030243,0.003,0.006,0.03,15.0,20.0
8.5,3.9,98.0,8.285937469424043,0.0,0.0,8.994708082723259,0.003,0.008,0.025,19.0,19.0
9.3,3.4,98.0,7.69133821639206,0.0,0.0,8.766974420299384,0.002,0.021,0.015,23.818178981967172,9.0
8.6,4.5,98.0,7.11620224090405,0.0,0.0,8.630207093958873,0.002,0.027999999999999997,0.009000000000000001,24.701856100104276,1.0
7.6,4.4,98.0,6.560529542960008,0.0,0.0,8.618898886121702,0.002,0.027999999999999997,0.01,24.17202498762494,1.0
6.6,4.3,96.0,6.024320122559942,0.0,0.0,8.606196485086121,0.002,0.028999999999999998,0.01,24.701856100104276,1.0
5.8,4.2,96.0,5.507573979703847,0.0,0.0,8.619099795444463,0.002,0.027000000000000003,0.013999999999999999,24.18141639958157,1.0
5.3,3.3,93.0,5.0102911143917215,0.0,0.0,8.602113677122544,0.002,0.028999999999999998,0.011000000000000001,24.701856100104266,1.0
5.2,4.3,86.0,4.532471526623571,0.02,0.0,8.013920221280381,0.002,0.025,0.016,1.0,1.0
5.2,5.0,84.0,4.074115216399393,0.11,0.0,8.551399667960974,0.002,0.027999999999999997,0.013999999999999999,1.0,1.0
5.3,4.2,84.0,3.635222183719184,0.39,0.0,8.922425521982444,0.003,0.022000000000000002,0.022000000000000002,24.701856100104276,1.0
6.1,5.5,73.0,3.215792428582949,1.1,0.5,7.676674604725638,0.003,0.024,0.02,21.12578544351231,1.0
6.7,3.7,70.0,2.815825950990685,1.57,0.6,7.496851887975863,0.003933654527023744,0.02370999990743084,0.01740784328415578,23.912593515028927,42.159785634470644
7.3,4.9,64.0,2.4385563351902175,1.48,0.3,8.14880962512896,0.00414990134272169,0.026658866378411826,0.01686345817962118,23.82941395552582,42.03353649509751
7.6,4.1,63.0,2.0872171654293705,1.69,0.4,7.974009577433049,0.003,0.028999999999999998,0.015,20.349743404255367,2.0
7.7,4.4,60.0,1.7618084417081432,0.97,0.0,8.510161368483653,0.003,0.03,0.013000000000000001,1.0,9.0
9.4,3.0,54.0,1.4623301640265356,1.85,0.9,6.827860474458101,0.002,0.032,0.013000000000000001,1.0,1.0
9.2,3.2,54.0,1.1887823323845486,1.09,1.0,2.663683557333921,0.003,0.031,0.015,1.0,1.0
7.9,3.8,56.0,0.9411649467821814,0.54,1.0,2.260371708198365,0.003,0.03,0.017,13.033052792197385,1.0
6.2,2.5,62.0,0.7194780072194344,0.03,0.1,6.457474016872228,0.002,0.028999999999999998,0.016,12.69761986541954,1.0
5.3,2.6,64.0,0.5237215136963075,0.0,0.0,7.110422834931442,0.003,0.025,0.018000000000000002,21.938933244677678,1.0
4.4,2.4,69.0,0.3538954662128003,0.0,0.0,6.394008051270827,0.003,0.02,0.021,2.0,2.0
3.6,2.3,74.0,0.20999986476891352,0.0,0.0,5.894364749401243,0.002,0.008,0.033,6.0,10.0
3.0,1.3,76.0,0.09203470936464703,0.0,0.0,4.402679756179728,0.002,0.005,0.032,21.15014503889066,10.0
2.4,1.4,79.0,0.0,0.0,0.0,3.414042487363438,0.002,0.002,0.028999999999999998,20.477387611857726,11.0
1.9,1.5,79.0,0.0,0.0,0.0,3.591778850994715,0.002,0.002,0.027999999999999997,19.0,19.0
1.2,0.9,81.0,0.0,0.0,0.0,3.6185298482253336,0.002,0.004,0.025,21.25461276072177,10.0
0.6,1.2,83.0,0.0,0.0,0.0,3.316190175186457,0.002,0.002,0.024,22.428303097790565,10.0
0.0,0.9,86.0,0.0,0.0,0.0,2.983351077468478,0.002,0.002,0.022000000000000002,15.93256704194178,10.0
-0.3,1.2,89.0,0.0,0.0,0.0,2.8978025567761434,0.002,0.002,0.022000000000000002,10.0,10.0
-0.7,0.8,91.0,0.0,0.0,0.0,2.7178564299762473,0.002,0.001,0.021,8.0,10.0
-0.5,0.6,93.0,0.08180952355683435,0.0,0.0,2.7816503051642236,0.002,0.001,0.023,21.164521282516,10.0
0.4,1.5,92.0,0.1972183825091478,0.2,0.5,4.739482892580127,0.002,0.001,0.027000000000000003,22.279420864679206,11.0
2.3,0.8,81.0,0.33855768750108184,0.96,1.0,1.5979148813760822,0.002,0.004,0.024,14.0,22.0
4.5,1.4,66.0,0.5058274385326358,1.66,1.0,2.740793551678521,0.003,0.008,0.026000000000000002,28.0,41.0
6.4,1.4,62.0,0.6990276356038096,2.24,1.0,3.0793734033149565,0.006,0.013000000000000001,0.027000000000000003,32.0,50.0
8.5,2.6,43.0,0.9181582787146035,2.67,1.0,2.4053637727889376,0.009000000000000001,0.022000000000000002,0.025,28.0,50.0
8.6,3.3,39.0,1.1502311679543613,2.96,1.0,2.0145376695679933,0.006,0.028999999999999998,0.018000000000000002,31.0,48.0
8.3,3.3,33.0,1.3822581034124266,2.68,1.0,3.0064091139759768,0.01,0.025,0.027999999999999997,13.0,21.0
9.4,3.4,39.0,1.6142390850887995,2.53,1.0,2.8312909382831357,0.009000000000000001,0.024,0.03,26.0,31.0
8.9,3.0,39.0,1.8461741129834806,2.05,1.0,2.2515846349611293,0.006,0.027000000000000003,0.023,31.0,39.0
7.8,3.2,41.0,2.0780631870964683,1.38,1.0,2.4529895555316092,0.009000000000000001,0.025,0.025,21.0,30.0
5.9,3.3,46.0,2.3099063074277644,0.57,1.0,2.766757328689438,0.013000000000000001,0.021,0.03,18.0,29.0
3.7,1.9,55.0,2.5417034739773685,0.03,0.1,6.468782946157533,0.005,0.028999999999999998,0.018000000000000002,18.0,21.0
2.3,1.2,60.0,2.773454686745279,0.0,0.0,6.00190786953711,0.003,0.027999999999999997,0.019,15.0,29.0
1.7,1.7,64.0,3.0051599457314984,0.0,0.0,6.114857614619028,0.003,0.015,0.032,18.0,21.0
1.3,1.9,66.0,3.2368192509360245,0.0,0.0,7.26300366222084,0.002,0.011000000000000001,0.033,22.0,30.0
1.3,2.3,66.0,3.468432602358858,0.0,0.0,7.3159718070620094,0.002,0.008,0.033,17.0,29.0
1.2,2.0,69.0,3.7,0.0,0.0,7.252727017762385,0.002,0.012,0.021,19.0,21.0
0.3,1.1,74.0,3.9315214438594492,0.0,0.0,6.517494761309047,0.002,0.013999999999999999,0.018000000000000002,20.0,30.0
1.3,1.4,71.0,4.162996933937206,0.0,0.0,5.690720424258868,0.002,0.006999999999999999,0.025,27.0,30.0
1.8,1.4,70.0,4.39442647023327,0.0,0.0,6.7684339152087025,0.002,0.012,0.02,29.0,30.0
1.7,1.0,72.0,4.625810052747642,0.0,0.0,6.660142220052726,0.002,0.015,0.018000000000000002,24.0,31.0
0.2,0.1,82.0,4.857147681480322,0.0,0.0,5.272539655644031,0.002,0.01,0.022000000000000002,30.0,40.0
-0.6,0.1,86.0,5.08843935643131,0.0,0.0,4.798721415313692,0.002,0.006999999999999999,0.025,38.0,40.0
-0.1,0.7,87.0,5.319685077600605,0.0,0.0,5.526705578993,0.002,0.008,0.023,35.0,39.0
2.7,1.1,76.0,5.550884844988207,0.14,0.0,7.839899339709786,0.002,0.003,0.028999999999999998,27.0,31.0
5.1,1.6,64.0,5.782038658594118,0.37,0.0,8.751122196876166,0.002,0.013000000000000001,0.022000000000000002,29.0,39.0
7.6,2.1,54.0,6.013146518418337,1.18,0.7,6.883805534933539,0.002,0.019,0.017,16.0,31.0
8.4,2.8,49.0,6.2442084244608616,1.55,0.5,7.875049695874161,0.003,0.027000000000000003,0.011000000000000001,17.0,39.0
9.2,1.2,50.0,6.475224376721695,1.67,0.3,7.470395623086059,0.003,0.028999999999999998,0.01,14.0,29.0
9.9,2.6,46.0,6.692001101528059,1.84,0.2,7.9074492106917145,0.003,0.032,0.008,14.0,21.0
10.3,1.5,45.0,6.880345325207181,1.38,0.0,8.43792038852422,0.003,0.033,0.008,10.0,29.0
10.7,1.5,42.0,7.04025704775906,1.46,0.4,7.642447477092284,0.002,0.035,0.008,10.0,20.0
10.9,1.6,41.0,7.171736269183693,1.01,0.1,8.626056341266228,0.002,0.035,0.008,8.0,19.0
8.3,3.0,57.0,7.274782989481084,0.48,0.0,8.63706159748059,0.002,0.032,0.01,8.0,12.0
7.7,2.3,58.0,7.349397208651231,0.14,0.0,8.738489378924585,0.002,0.027999999999999997,0.013999999999999999,14.0,30.0
6.6,1.7,69.0,7.395578926694136,0.0,0.0,7.847934698458181,0.002,0.026000000000000002,0.016,20.0,30.0
5.8,0.4,84.0,7.413328143609796,0.0,0.0,7.33544450826577,0.002,0.027000000000000003,0.013000000000000001,16.0,30.0
5.3,1.2,86.0,7.402644859398213,0.0,0.0,7.621000826618743,0.002,0.023,0.015,12.0,29.0
4.6,0.4,96.0,7.363529074059386,0.0,0.0,7.579008979469039,0.002,0.026000000000000002,0.01,17.0,19.0
4.4,0.8,96.0,7.295980787593314,0.0,0.0,7.7314425052011595,0.002,0.024,0.009000000000000001,18.0,10.0
3.8,1.7,95.0,7.2,0.0,0.0,8.288813822762293,0.002,0.026000000000000002,0.008,12.0,10.0
3.4,1.6,97.0,7.075586711279443,0.0,0.0,8.107698094821133,0.002,0.027999999999999997,0.006,21.69188449561693,9.0
2.7,1.5,97.0,6.922740921431642,0.0,0.0,8.136589994282948,0.002,0.025,0.008,22.107983574925942,1.0
2.4,1.9,97.0,6.741462630456598,0.0,0.0,8.401099645148406,0.002,0.022000000000000002,0.01,15.3749360457203,2.0
2.4,2.3,97.0,6.5317518383543085,0.0,0.0,8.45892397667523,0.002,0.02,0.012,10.0,10.0
1.8,3.3,97.0,6.293608545124777,0.0,0.0,8.532288173907721,0.002,0.027000000000000003,0.006,18.06381241352793,9.0
1.6,2.6,98.0,6.027032750768002,0.0,0.0,8.328920855499975,0.002,0.026000000000000002,0.006999999999999999,21.881204789633696,1.0
2.2,2.1,98.0,5.732024455283982,0.01,0.0,8.423329573005015,0.002,0.02,0.011000000000000001,21.831537946231467,1.0
2.8,3.1,96.0,5.40858365867272,0.02,0.0,8.33320559626393,0.002,0.019,0.013000000000000001,15.082509298230919,3.0
3.3,3.3,97.0,5.056710360934215,0.14,0.0,9.440613780397603,0.002,0.017,0.015,21.57362778746423,22.0
3.7,3.7,95.0,4.676404562068464,0.38,0.0,9.396791970523385,0.002,0.017,0.016,28.0,39.0
4.7,4.0,89.0,4.267666262075472,0.88,0.0,9.215201808008258,0.002,0.017,0.015,28.0,30.0
5.6,4.5,80.0,3.8304954609552344,1.72,0.7,7.286235688980149,0.002,0.02,0.015,26.0,30.0
6.7,4.3,71.0,3.390123333988397,1.89,0.7,7.392662264660308,0.003,0.027000000000000003,0.012,29.0,30.0
5.4,5.3,80.0,2.971781056455603,1.76,0.8,7.3504750830351675,0.004,0.03,0.013000000000000001,28.0,29.0
4.8,5.9,81.0,2.5754686283568504,1.69,0.8,7.443170206863514,0.004,0.036000000000000004,0.01,19.934841402504485,21.0
4.0,5.3,81.0,2.20118604969214,1.09,0.4,8.183796200571532,0.003,0.039,0.009000000000000001,22.40116104045114,32.0
3.4,4.8,77.0,1.8489333204614737,0.74,0.4,7.672247129483054,0.004,0.036000000000000004,0.013000000000000001,52.0,60.0
2.4,3.1,76.0,1.5187104406648497,0.43,0.8,5.165348044474315,0.004,0.031,0.02,58.0,60.0
1.6,2.2,81.0,1.2105174103022678,0.03,0.0,7.324820303134097,0.003,0.027000000000000003,0.023,57.0,60.0
1.2,1.6,85.0,0.9243542293737297,0.0,0.0,6.396069961295257,0.003,0.027000000000000003,0.019,55.0,60.0
1.7,1.3,84.0,0.6602208978792329,0.0,0.0,6.2555367197581075,0.003,0.027000000000000003,0.018000000000000002,51.0,60.0
0.7,0.6,90.0,0.41811741581877954,0.0,0.0,6.014254491840628,0.003,0.022000000000000002,0.021,54.0,49.86393266434486
0.8,0.8,94.0,0.19804378319236862,0.0,0.0,5.8017320423107686,0.003,0.017,0.022000000000000002,55.0,49.39819604795035
1.6,1.5,85.0,0.0,0.0,0.0,6.323716650777883,0.002,0.021,0.017,55.0,59.0
0.6,0.5,82.0,0.0,0.0,0.0,5.372191641981697,0.003,0.026000000000000002,0.012,29.661050712595127,49.0
1.1,0.2,74.0,0.0,0.0,0.0,4.50120592196393,0.003,0.025,0.012,24.024578365293873,41.0
0.7,0.5,81.0,0.0,0.0,0.0,5.708454169692354,0.003,0.027000000000000003,0.011000000000000001,47.0,49.0
0.8,0.8,82.0,0.0,0.0,0.0,4.856368551702798,0.003,0.027999999999999997,0.01,24.03506125976402,40.0
1.1,0.8,79.0,0.0,0.0,0.0,5.539592417934268,0.003,0.026000000000000002,0.01,37.0,39.0
0.1,0.1,89.0,0.0,0.0,0.0,5.259138867287907,0.003,0.026000000000000002,0.009000000000000001,28.0,29.0
0.3,0.2,90.0,0.0,0.0,0.0,3.7891892200813726,0.003,0.021,0.013999999999999999,20.0,22.0
1.0,0.9,79.0,0.0,0.14,0.0,7.273127506486374,0.003,0.018000000000000002,0.018000000000000002,23.0,39.0
2.3,0.6,70.0,0.0,0.76,0.8,5.164189862149882,0.003,0.019,0.019,19.0,30.0
4.0,0.4,67.0,0.0,1.57,1.0,1.6454568257262152,0.004,0.022000000000000002,0.017,24.0,31.0
5.4,2.1,65.0,0.0,2.18,1.0,2.3571586370856914,0.005,0.025,0.015,31.0,42.0
6.5,2.0,64.0,0.0,2.35,1.0,2.631820049241509,0.006,0.028999999999999998,0.013999999999999999,39.0,60.0
7.2,2.4,62.0,0.0,2.54,1.0,2.728934528507791,0.005,0.028999999999999998,0.017,47.0,59.0
6.8,3.2,63.0,0.0,2.31,0.8,6.729385604594596,0.006,0.028999999999999998,0.015,42.0,52.0
6.4,3.4,64.0,0.0,0.78,0.0,8.615869154077759,0.006999999999999999,0.03,0.02,47.0,69.0
6.9,3.3,62.0,0.0,1.31,0.6,7.1144239693076505,0.006999999999999999,0.033,0.023,47.0,59.0
6.7,1.8,61.0,0.0,1.27,1.0,2.519898806360578,0.008,0.03,0.019,46.0,50.0
6.2,1.6,62.0,0.0,0.52,1.0,1.4073423791401212,0.005,0.034,0.015,27.0,48.0
3.8,1.9,80.0,0.0,0.04,0.1,5.594532232002993,0.005,0.027999999999999997,0.021,30.0,31.0
2.3,1.1,84.0,0.0,0.0,0.0,5.624496930444604,0.005,0.019,0.028999999999999998,28.0,40.0
0.8,0.6,91.0,0.0,0.0,0.0,4.938844579997504,0.003,0.016,0.027000000000000003,33.0,40.0
0.2,0.7,94.0,0.0,0.0,0.0,5.4086516205324635,0.003,0.023,0.017,34.0,39.0
0.1,1.2,96.0,0.0,0.0,0.0,4.869980852600385,0.003,0.024,0.013000000000000001,21.209407218664097,31.0
-0.6,0.9,96.0,0.0,0.0,0.0,5.747750367772258,0.002,0.02,0.016,37.0,39.0
-1.2,0.0,97.0,0.030496891270512163,0.0,0.0,4.772138761029016,0.002,0.012,0.016,27.0,31.0
-1.5,1.1,97.0,0.057247187064012175,0.0,0.0,5.568127764526556,0.002,0.006,0.019,34.0,40.0
-2.2,0.6,98.0,0.08025088738049992,0.0,0.0,5.2581829776760864,0.002,0.006,0.022000000000000002,33.0,40.0
-2.0,0.3,98.0,0.09950799221997546,0.0,0.0,5.367838406642497,0.002,0.004,0.02,35.0,40.0
-2.6,0.4,98.0,0.11501850158243891,0.0,0.0,5.027090411600796,0.002,0.006999999999999999,0.019,24.85065340440144,40.0
-3.0,0.3,97.0,0.12678241546789015,0.0,0.0,4.289448059981722,0.002,0.006999999999999999,0.015,24.825854145079283,41.0
-1.7,0.5,98.0,0.13479973387632918,0.0,0.0,5.015541859745278,0.002,0.001,0.025,49.0,50.0
-0.3,0.9,97.0,0.13907045680775607,0.15,0.0,7.233562429934437,0.002,0.003,0.024,26.993274365671752,51.0
2.0,1.2,95.0,0.13959458426217075,0.69,1.0,1.9583269376134536,0.002,0.013999999999999999,0.02,47.0,59.0
4.0,3.0,77.0,0.13637211623957324,1.41,1.0,2.6626180109759314,0.003,0.031,0.008,36.0,48.0
5.6,3.4,67.0,0.12940305273996358,2.46,1.0,2.765932836771986,0.003,0.034,0.006,20.0,30.0
