Temperature,WindSpeed,Humidity,Rain,solar,sunTime,Cloud,so2,ozone,no2,PM2.5,PM10
7.6,1.2,97.0,17.754166666666666,0.0,0.0,7.825722222222225,0.003,0.03,0.009000000000000001,21.0,30.0
7.8,0.1,98.0,17.233333333333334,0.02,0.0,7.380357142857143,0.002,0.026000000000000002,0.011000000000000001,22.0,30.0
8.3,0.9,98.0,16.7125,0.09,0.0,8.81661904761905,0.002,0.016,0.02,22.0,31.0
9.8,1.1,98.0,16.191666666666666,0.31,0.0,9.16066666666667,0.002,0.011000000000000001,0.022000000000000002,33.0,41.0
11.8,1.0,93.0,15.670833333333333,1.29,0.3,7.900031746031747,0.003,0.013999999999999999,0.021,47.0,51.0
13.6,2.0,83.0,15.149999999999999,1.32,0.3,7.799178571428572,0.003,0.015,0.023,56.0,61.0
13.9,3.2,78.0,14.629166666666666,0.94,0.0,9.191333333333333,0.003,0.013999999999999999,0.027000000000000003,65.0,72.0
13.1,3.3,80.0,14.108333333333333,1.14,0.0,9.201166666666666,0.003,0.02,0.02,65.0,88.0
14.6,2.7,75.0,13.587499999999999,1.5,0.4,7.769535714285714,0.005,0.02,0.02,48.0,59.0
13.9,2.4,78.0,13.066666666666666,0.49,0.1,8.979499999999998,0.005,0.016,0.028999999999999998,48.0,50.0
14.0,3.1,79.0,12.545833333333333,0.4,0.0,8.841738095238094,0.005,0.01,0.036000000000000004,41.0,50.0
13.1,1.9,84.0,12.025,0.19,0.0,8.72307142857143,0.004,0.005,0.044000000000000004,34.0,50.0
12.9,3.6,82.0,11.504166666666666,0.0,0.0,8.596404761904763,0.004,0.01,0.038,40.0,48.0
11.4,2.4,94.0,10.983333333333334,0.0,0.0,8.756190476190476,0.003,0.004,0.043,27.0,31.0
8.7,4.5,98.0,10.4625,0.0,0.0,9.167,0.003,0.004,0.038,30.0,40.0
8.6,4.6,98.0,9.941666666666666,0.0,0.0,8.51497619047619,0.002,0.003,0.035,29.0,38.0
8.9,4.0,98.0,9.420833333333334,0.0,0.0,9.207761904761906,0.003,0.005,0.032,20.0,20.0
8.8,3.5,98.0,8.9,0.0,0.0,9.173166666666667,0.003,0.006,0.03,15.0,20.0
8.5,3.9,98.0,8.529166666666667,0.0,0.0,9.662761904761906,0.003,0.008,0.025,19.0,19.0
9.3,3.4,98.0,8.158333333333333,0.0,0.0,9.397452380952382,0.002,0.021,0.015,23.8044205598339,9.0
8.6,4.5,98.0,7.7875000000000005,0.0,0.0,8.653738095238097,0.002,0.027999999999999997,0.009000000000000001,24.685966878346413,1.0
7.6,4.4,98.0,7.416666666666667,0.0,0.0,8.63052380952381,0.002,0.027999999999999997,0.01,24.157193719223848,1.0
6.6,4.3,96.0,7.045833333333333,0.0,0.0,8.65352380952381,0.002,0.028999999999999998,0.01,24.68596687834641,1.0
5.8,4.2,96.0,6.675000000000001,0.0,0.0,8.886428571428572,0.002,0.027000000000000003,0.013999999999999999,24.166560403942945,1.0
5.3,3.3,93.0,6.304166666666667,0.0,0.0,8.648103174603174,0.002,0.028999999999999998,0.011000000000000001,24.6859668783464,1.0
5.2,4.3,86.0,5.933333333333334,0.02,0.0,8.07717857142857,0.002,0.025,0.016,1.0,1.0
5.2,5.0,84.0,5.5625,0.11,0.0,8.430535714285714,0.002,0.027999999999999997,0.013999999999999999,1.0,1.0
5.3,4.2,84.0,5.191666666666666,0.39,0.0,8.955285714285715,0.003,0.022000000000000002,0.022000000000000002,24.685966878346417,1.0
6.1,5.5,73.0,4.820833333333334,1.1,0.5,7.573154761904761,0.003,0.024,0.02,21.11626232203724,1.0
6.7,3.7,70.0,4.45,1.57,0.6,7.7975,0.004012891060249921,0.023576242168673454,0.017718910589302306,23.88556927542095,42.177407213225365
7.3,4.9,64.0,4.079166666666667,1.48,0.3,8.13090476190476,0.004149338914927013,0.026145145617565375,0.01712589794947995,23.756237092104506,42.126432735115806
7.6,4.1,63.0,3.708333333333334,1.69,0.4,7.750011904761903,0.003,0.028999999999999998,0.015,20.34311135707738,2.0
7.7,4.4,60.0,3.3375000000000004,0.97,0.0,9.007166666666667,0.003,0.03,0.013000000000000001,1.0,9.0
9.4,3.0,54.0,2.966666666666667,1.85,0.9,7.434416666666667,0.002,0.032,0.013000000000000001,1.0,1.0
9.2,3.2,54.0,2.595833333333333,1.09,1.0,3.7997380952380952,0.003,0.031,0.015,1.0,1.0
7.9,3.8,56.0,2.2249999999999996,0.54,1.0,3.1770476190476185,0.003,0.03,0.017,13.031355303492308,1.0
6.2,2.5,62.0,1.854166666666667,0.03,0.1,6.912452380952383,0.002,0.028999999999999998,0.016,12.696915078215019,1.0
5.3,2.6,64.0,1.4833333333333334,0.0,0.0,7.2871547619047625,0.003,0.025,0.018000000000000002,21.930808957223533,1.0
4.4,2.4,69.0,1.1124999999999998,0.0,0.0,7.594071428571428,0.003,0.02,0.021,2.0,2.0
3.6,2.3,74.0,0.7416666666666671,0.0,0.0,7.1385000000000005,0.002,0.008,0.033,6.0,10.0
3.0,1.3,76.0,0.37083333333333357,0.0,0.0,5.70002380952381,0.002,0.005,0.032,21.145359278100088,10.0
2.4,1.4,79.0,0.0,0.0,0.0,3.546357142857143,0.002,0.002,0.028999999999999998,20.47358514403032,11.0
1.9,1.5,79.0,0.15416666666666667,0.0,0.0,5.839190476190478,0.002,0.002,0.027999999999999997,19.0,19.0
1.2,0.9,81.0,0.30833333333333335,0.0,0.0,4.893690476190477,0.002,0.004,0.025,21.24886499360258,10.0
0.6,1.2,83.0,0.4625,0.0,0.0,4.754583333333333,0.002,0.002,0.024,22.42137817022635,10.0
0.0,0.9,86.0,0.6166666666666667,0.0,0.0,4.057071428571428,0.002,0.002,0.022000000000000002,15.931449807461222,10.0
-0.3,1.2,89.0,0.7708333333333334,0.0,0.0,4.3938452380952375,0.002,0.002,0.022000000000000002,10.0,10.0
-0.7,0.8,91.0,0.925,0.0,0.0,3.272071428571428,0.002,0.001,0.021,8.0,10.0
-0.5,0.6,93.0,1.0791666666666666,0.0,0.0,3.9549999999999983,0.002,0.001,0.023,21.160504286189756,10.0
0.4,1.5,92.0,1.2333333333333334,0.2,0.5,4.850369047619047,0.002,0.001,0.027000000000000003,22.27412765256171,11.0
2.3,0.8,81.0,1.3875000000000002,0.96,1.0,2.0035833333333333,0.002,0.004,0.024,14.0,22.0
4.5,1.4,66.0,1.5416666666666667,1.66,1.0,2.6896904761904765,0.003,0.008,0.026000000000000002,28.0,41.0
6.4,1.4,62.0,1.6958333333333333,2.24,1.0,3.038285714285715,0.006,0.013000000000000001,0.027000000000000003,32.0,50.0
8.5,2.6,43.0,1.85,2.67,1.0,2.3208809523809526,0.009000000000000001,0.022000000000000002,0.025,28.0,50.0
8.6,3.3,39.0,2.004166666666667,2.96,1.0,1.7170952380952382,0.006,0.028999999999999998,0.018000000000000002,31.0,48.0
8.3,3.3,33.0,2.158333333333333,2.68,1.0,2.7894285714285725,0.01,0.025,0.027999999999999997,13.0,21.0
9.4,3.4,39.0,2.3125,2.53,1.0,2.4506428571428573,0.009000000000000001,0.024,0.03,26.0,31.0
8.9,3.0,39.0,2.466666666666667,2.05,1.0,1.8629523809523807,0.006,0.027000000000000003,0.023,31.0,39.0
7.8,3.2,41.0,2.6208333333333336,1.38,1.0,2.572476190476191,0.009000000000000001,0.025,0.025,21.0,30.0
5.9,3.3,46.0,2.7750000000000004,0.57,1.0,2.5991190476190473,0.013000000000000001,0.021,0.03,18.0,29.0
3.7,1.9,55.0,2.9291666666666667,0.03,0.1,5.981857142857143,0.005,0.028999999999999998,0.018000000000000002,18.0,21.0
2.3,1.2,60.0,3.0833333333333335,0.0,0.0,5.615166666666666,0.003,0.027999999999999997,0.019,15.0,29.0
1.7,1.7,64.0,3.2375000000000003,0.0,0.0,6.05434523809524,0.003,0.015,0.032,18.0,21.0
1.3,1.9,66.0,3.3916666666666666,0.0,0.0,6.813619047619046,0.002,0.011000000000000001,0.033,22.0,30.0
1.3,2.3,66.0,3.5458333333333334,0.0,0.0,6.973571428571429,0.002,0.008,0.033,17.0,29.0
1.2,2.0,69.0,3.7,0.0,0.0,6.7025,0.002,0.012,0.021,19.0,21.0
0.3,1.1,74.0,3.8458333333333337,0.0,0.0,6.480777777777777,0.002,0.013999999999999999,0.018000000000000002,20.0,30.0
1.3,1.4,71.0,3.9916666666666667,0.0,0.0,6.32522619047619,0.002,0.006999999999999999,0.025,27.0,30.0
1.8,1.4,70.0,4.1375,0.0,0.0,6.115488095238096,0.002,0.012,0.02,29.0,30.0
1.7,1.0,72.0,4.283333333333333,0.0,0.0,6.069916666666666,0.002,0.015,0.018000000000000002,24.0,31.0
0.2,0.1,82.0,4.429166666666667,0.0,0.0,5.373392857142855,0.002,0.01,0.022000000000000002,30.0,40.0
-0.6,0.1,86.0,4.575,0.0,0.0,4.275071428571428,0.002,0.006999999999999999,0.025,38.0,40.0
-0.1,0.7,87.0,4.720833333333333,0.0,0.0,5.177761904761903,0.002,0.008,0.023,35.0,39.0
2.7,1.1,76.0,4.866666666666667,0.14,0.0,8.066666666666665,0.002,0.003,0.028999999999999998,27.0,31.0
5.1,1.6,64.0,5.0125,0.37,0.0,8.606404761904763,0.002,0.013000000000000001,0.022000000000000002,29.0,39.0
7.6,2.1,54.0,5.158333333333333,1.18,0.7,7.367325396825396,0.002,0.019,0.017,16.0,31.0
8.4,2.8,49.0,5.304166666666667,1.55,0.5,8.416916666666669,0.003,0.027000000000000003,0.011000000000000001,17.0,39.0
9.2,1.2,50.0,5.45,1.67,0.3,8.274888888888887,0.003,0.028999999999999998,0.01,14.0,29.0
9.9,2.6,46.0,5.595833333333333,1.84,0.2,8.267412698412697,0.003,0.032,0.008,14.0,21.0
10.3,1.5,45.0,5.741666666666667,1.38,0.0,8.866555555555555,0.003,0.033,0.008,10.0,29.0
10.7,1.5,42.0,5.8875,1.46,0.4,8.107650793650793,0.002,0.035,0.008,10.0,20.0
10.9,1.6,41.0,6.033333333333333,1.01,0.1,8.46581746031746,0.002,0.035,0.008,8.0,19.0
8.3,3.0,57.0,6.179166666666667,0.48,0.0,9.02872619047619,0.002,0.032,0.01,8.0,12.0
7.7,2.3,58.0,6.325,0.14,0.0,8.918007936507937,0.002,0.027999999999999997,0.013999999999999999,14.0,30.0
6.6,1.7,69.0,6.470833333333333,0.0,0.0,8.294746031746032,0.002,0.026000000000000002,0.016,20.0,30.0
5.8,0.4,84.0,6.616666666666667,0.0,0.0,7.714596153846153,0.002,0.027000000000000003,0.013000000000000001,16.0,30.0
5.3,1.2,86.0,6.7625,0.0,0.0,7.701380952380954,0.002,0.023,0.015,12.0,29.0
4.6,0.4,96.0,6.908333333333333,0.0,0.0,7.618282661782663,0.002,0.026000000000000002,0.01,17.0,19.0
4.4,0.8,96.0,7.054166666666667,0.0,0.0,8.245441391941393,0.002,0.024,0.009000000000000001,18.0,10.0
3.8,1.7,95.0,7.2,0.0,0.0,8.509499999999997,0.002,0.026000000000000002,0.008,12.0,10.0
3.4,1.6,97.0,6.9,0.0,0.0,7.929571428571428,0.002,0.027999999999999997,0.006,21.685195544946293,9.0
2.7,1.5,97.0,6.6000000000000005,0.0,0.0,7.452535714285715,0.002,0.025,0.008,22.09688767632978,1.0
2.4,1.9,97.0,6.300000000000001,0.0,0.0,7.573309523809522,0.002,0.022000000000000002,0.01,15.371591889752334,2.0
2.4,2.3,97.0,6.0,0.0,0.0,8.528869047619047,0.002,0.02,0.012,10.0,10.0
1.8,3.3,97.0,5.7,0.0,0.0,8.703126984126985,0.002,0.027000000000000003,0.006,18.060141698003605,9.0
1.6,2.6,98.0,5.4,0.0,0.0,7.733714285714285,0.002,0.026000000000000002,0.006999999999999999,21.870157262846927,1.0
2.2,2.1,98.0,5.1,0.01,0.0,7.922452380952378,0.002,0.02,0.011000000000000001,21.820566828369966,1.0
2.8,3.1,96.0,4.800000000000001,0.02,0.0,8.284095238095238,0.002,0.019,0.013000000000000001,15.079821714510278,3.0
3.3,3.3,97.0,4.5,0.14,0.0,9.20147619047619,0.002,0.017,0.015,21.574443981094753,22.0
3.7,3.7,95.0,4.2,0.38,0.0,9.446571428571428,0.002,0.017,0.016,28.0,39.0
4.7,4.0,89.0,3.9000000000000004,0.88,0.0,9.193071428571427,0.002,0.017,0.015,28.0,30.0
5.6,4.5,80.0,3.6000000000000005,1.72,0.7,7.455761904761906,0.002,0.02,0.015,26.0,30.0
6.7,4.3,71.0,3.3000000000000003,1.89,0.7,7.498809523809524,0.003,0.027000000000000003,0.012,29.0,30.0
5.4,5.3,80.0,3.0,1.76,0.8,7.480333333333335,0.004,0.03,0.013000000000000001,28.0,29.0
4.8,5.9,81.0,2.7,1.69,0.8,7.1380476190476205,0.004,0.036000000000000004,0.01,19.93633737507177,21.0
4.0,5.3,81.0,2.4000000000000004,1.09,0.4,7.916857142857142,0.003,0.039,0.009000000000000001,22.401411166324166,32.0
3.4,4.8,77.0,2.1000000000000005,0.74,0.4,7.419452380952379,0.004,0.036000000000000004,0.013000000000000001,52.0,60.0
2.4,3.1,76.0,1.8000000000000007,0.43,0.8,4.6324047619047635,0.004,0.031,0.02,58.0,60.0
1.6,2.2,81.0,1.5,0.03,0.0,6.695285714285713,0.003,0.027000000000000003,0.023,57.0,60.0
1.2,1.6,85.0,1.2000000000000002,0.0,0.0,6.358642857142855,0.003,0.027000000000000003,0.019,55.0,60.0
1.7,1.3,84.0,0.9000000000000004,0.0,0.0,6.416749999999999,0.003,0.027000000000000003,0.018000000000000002,51.0,60.0
0.7,0.6,90.0,0.6000000000000005,0.0,0.0,6.357734126984127,0.003,0.022000000000000002,0.021,54.0,49.42252067555286
0.8,0.8,94.0,0.3000000000000007,0.0,0.0,6.098571428571429,0.003,0.017,0.022000000000000002,55.0,49.39690164555173
1.6,1.5,85.0,0.0,0.0,0.0,7.446071428571432,0.002,0.021,0.017,55.0,59.0
0.6,0.5,82.0,0.0,0.0,0.0,6.007083333333334,0.003,0.026000000000000002,0.012,29.81581412292739,49.0
1.1,0.2,74.0,0.0,0.0,0.0,5.667944444444443,0.003,0.025,0.012,24.058834557054688,41.0
0.7,0.5,81.0,0.0,0.0,0.0,6.479750000000001,0.003,0.027000000000000003,0.011000000000000001,47.0,49.0
0.8,0.8,82.0,0.0,0.0,0.0,4.7039285714285715,0.003,0.027999999999999997,0.01,23.676377850223567,40.0
1.1,0.8,79.0,0.0,0.0,0.0,6.890555555555558,0.003,0.026000000000000002,0.01,37.0,39.0
0.1,0.1,89.0,0.0,0.0,0.0,6.273119047619045,0.003,0.026000000000000002,0.009000000000000001,28.0,29.0
0.3,0.2,90.0,0.0,0.0,0.0,3.879397243107769,0.003,0.021,0.013999999999999999,20.0,22.0
1.0,0.9,79.0,0.0,0.14,0.0,7.458924963924963,0.003,0.018000000000000002,0.018000000000000002,23.0,39.0
2.3,0.6,70.0,0.0,0.76,0.8,5.854047619047621,0.003,0.019,0.019,19.0,30.0
4.0,0.4,67.0,0.0,1.57,1.0,2.3524880952380953,0.004,0.022000000000000002,0.017,24.0,31.0
5.4,2.1,65.0,0.0,2.18,1.0,1.607416666666667,0.005,0.025,0.015,31.0,42.0
6.5,2.0,64.0,0.0,2.35,1.0,1.2280238095238096,0.006,0.028999999999999998,0.013999999999999999,39.0,60.0
7.2,2.4,62.0,0.0,2.54,1.0,1.2688333333333337,0.005,0.028999999999999998,0.017,47.0,59.0
6.8,3.2,63.0,0.0,2.31,0.8,6.8548333333333344,0.006,0.028999999999999998,0.015,42.0,52.0
6.4,3.4,64.0,0.0,0.78,0.0,8.733535714285715,0.006999999999999999,0.03,0.02,47.0,69.0
6.9,3.3,62.0,0.0,1.31,0.6,7.476388888888889,0.006999999999999999,0.033,0.023,47.0,59.0
6.7,1.8,61.0,0.0,1.27,1.0,2.1229634146341465,0.008,0.03,0.019,46.0,50.0
6.2,1.6,62.0,0.0,0.52,1.0,1.0603333333333333,0.005,0.034,0.015,27.0,48.0
3.8,1.9,80.0,0.0,0.04,0.1,5.463095238095239,0.005,0.027999999999999997,0.021,30.0,31.0
2.3,1.1,84.0,0.0,0.0,0.0,5.308333333333332,0.005,0.019,0.028999999999999998,28.0,40.0
0.8,0.6,91.0,0.0,0.0,0.0,4.311821428571429,0.003,0.016,0.027000000000000003,33.0,40.0
0.2,0.7,94.0,0.0,0.0,0.0,5.743842090859332,0.003,0.023,0.017,34.0,39.0
0.1,1.2,96.0,0.0,0.0,0.0,6.252761904761906,0.003,0.024,0.013000000000000001,21.423788290572816,31.0
-0.6,0.9,96.0,0.0,0.0,0.0,6.334646825396825,0.002,0.02,0.016,37.0,39.0
-1.2,0.0,97.0,0.0,0.0,0.0,4.570250000000001,0.002,0.012,0.016,27.0,31.0
-1.5,1.1,97.0,0.0,0.0,0.0,5.6638214285714295,0.002,0.006,0.019,34.0,40.0
-2.2,0.6,98.0,0.0,0.0,0.0,4.697849206349206,0.002,0.006,0.022000000000000002,33.0,40.0
-2.0,0.3,98.0,0.0,0.0,0.0,4.545992063492062,0.002,0.004,0.02,35.0,40.0
-2.6,0.4,98.0,0.0,0.0,0.0,6.385809523809525,0.002,0.006999999999999999,0.019,24.852457629505516,40.0
-3.0,0.3,97.0,0.0,0.0,0.0,5.021978991596638,0.002,0.006999999999999999,0.015,24.826532322398478,41.0
-1.7,0.5,98.0,0.0,0.0,0.0,5.3445581232493,0.002,0.001,0.025,49.0,50.0
-0.3,0.9,97.0,0.0,0.15,0.0,6.366297619047618,0.002,0.003,0.024,26.996062696916923,51.0
2.0,1.2,95.0,0.0,0.69,1.0,1.9929515098722412,0.002,0.013999999999999999,0.02,47.0,59.0
4.0,3.0,77.0,0.0,1.41,1.0,3.626571428571428,0.003,0.031,0.008,36.0,48.0
5.6,3.4,67.0,0.0,2.46,1.0,2.8907976190476194,0.003,0.034,0.006,20.0,30.0
7.1,3.3,64.0,0.0,2.9,1.0,3.3736190476190484,0.003,0.036000000000000004,0.006,18.0,29.0
7.4,3.8,63.0,0.0,2.74,1.0,2.933357142857143,0.003,0.039,0.006,11.0,20.0
7.3,3.7,64.0,0.0,2.71,1.0,2.80352380952381,0.003,0.04,0.006,8.0,21.0
7.3,4.4,62.0,0.0,2.58,1.0,3.0645,0.003,0.039,0.006,13.0,28.0
6.8,3.8,61.0,0.0,1.88,1.0,2.5794285714285716,0.003,0.039,0.006,16.241815033895538,11.0
